Temperature - (Celsius), Year, Month, Country, ISO3
5.74299, 2012, Dec, Greece, GRC
5.72611, 2013, Jan, Greece, GRC
7.1486, 2013, Feb, Greece, GRC
9.77241, 2013, Mar, Greece, GRC
13.9478, 2013, Apr, Greece, GRC
18.9628, 2013, May, Greece, GRC
21.5825, 2013, Jun, Greece, GRC
24.342, 2013, Jul, Greece, GRC
25.3917, 2013, Aug, Greece, GRC
20.6809, 2013, Sep, Greece, GRC
14.8989, 2013, Oct, Greece, GRC
11.6158, 2013, Nov, Greece, GRC
5.36586, 2013, Dec, Greece, GRC
7.18543, 2014, Jan, Greece, GRC
8.1539, 2014, Feb, Greece, GRC
9.89652, 2014, Mar, Greece, GRC
12.8186, 2014, Apr, Greece, GRC
16.7661, 2014, May, Greece, GRC
21.2348, 2014, Jun, Greece, GRC
23.6674, 2014, Jul, Greece, GRC
24.5461, 2014, Aug, Greece, GRC
20.0978, 2014, Sep, Greece, GRC
14.9359, 2014, Oct, Greece, GRC
10.944, 2014, Nov, Greece, GRC
7.4725, 2014, Dec, Greece, GRC
5.22897, 2015, Jan, Greece, GRC
5.81233, 2015, Feb, Greece, GRC
8.57033, 2015, Mar, Greece, GRC
12.1135, 2015, Apr, Greece, GRC
18.0439, 2015, May, Greece, GRC
20.8654, 2015, Jun, Greece, GRC
25.0275, 2015, Jul, Greece, GRC
24.2613, 2015, Aug, Greece, GRC
21.6161, 2015, Sep, Greece, GRC
15.5833, 2015, Oct, Greece, GRC
11.6731, 2015, Nov, Greece, GRC
5.80603, 2015, Dec, Greece, GRC
5.54565, 2016, Jan, Greece, GRC
9.91884, 2016, Feb, Greece, GRC
9.85232, 2016, Mar, Greece, GRC
15.0309, 2016, Apr, Greece, GRC
16.8974, 2016, May, Greece, GRC
22.6872, 2016, Jun, Greece, GRC
25.0758, 2016, Jul, Greece, GRC
24.732, 2016, Aug, Greece, GRC
20.3804, 2016, Sep, Greece, GRC
15.5171, 2016, Oct, Greece, GRC
10.6815, 2016, Nov, Greece, GRC
3.75937, 2016, Dec, Greece, GRC
